question_id,category,source_type,source_work,source_reference,verification_status,consensus_status
sira_107,sira,hadithBukhari,Sahih al-Bukhari,3,verified,nonControversial
sira_108,sira,hadithBukhari,Sahih al-Bukhari,4770,verified,nonControversial
sira_109,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_110,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_111,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_112,sira,hadithBukhari,Sahih al-Bukhari,3212,verified,nonControversial
sira_113,sira,hadithBukhari,Sahih al-Bukhari,5048,verified,nonControversial
sira_114,sira,hadithBukhari,Sahih al-Bukhari,3758,verified,nonControversial
sira_115,sira,hadithBukhari,Sahih al-Bukhari,4073,verified,nonControversial
sira_116,sira,hadithBukhari,Sahih al-Bukhari,4055,verified,nonControversial
sira_117,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_118,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_119,sira,hadithBukhari,Sahih al-Bukhari,3364,verified,nonControversial
sira_120,sira,hadithBukhari,Sahih al-Bukhari,5872,verified,nonControversial
sira_121,sira,hadithBukhari,Sahih al-Bukhari,5431,verified,nonControversial
sira_122,sira,hadithMuslim,Sahih Muslim,1162,verified,nonControversial
sira_123,sira,hadithBukhari,Sahih al-Bukhari,3541,verified,nonControversial
sira_124,sira,hadithBukhari,Sahih al-Bukhari,917,verified,nonControversial
sira_125,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_126,sira,quran,Quran,33:6,verified,nonControversial
sira_127,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_128,sira,hadithBukhari,Sahih al-Bukhari,2048,verified,nonControversial
sira_129,sira,hadithMuslim,Sahih Muslim,810,verified,nonControversial
sira_130,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_131,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_132,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_133,sira,hadithBukhari,Sahih al-Bukhari,4469,verified,nonControversial
sira_134,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_135,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_136,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_137,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_138,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_139,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_140,sira,hadithBukhari,Sahih al-Bukhari,3364,verified,nonControversial
sira_141,sira,hadithBukhari,Sahih al-Bukhari,2704,verified,nonControversial
sira_142,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_143,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_144,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_145,sira,hadithBukhari,Sahih al-Bukhari,3661,verified,nonControversial
sira_146,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_147,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_148,sira,hadithBukhari,Sahih al-Bukhari,3149,verified,nonControversial
sira_149,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_150,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_151,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_152,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_153,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_154,sira,quran,Quran,74:1-2,verified,nonControversial
sira_155,sira,quran,Quran,15:94,verified,nonControversial
sira_156,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_157,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_158,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_159,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_160,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_161,sira,quran,Quran,9:108,verified,nonControversial
sira_162,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_163,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_164,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_165,sira,quran,Quran,8:17,verified,nonControversial
sira_166,sira,quran,Quran,8:5-6,verified,nonControversial
sira_167,sira,quran,Quran,8:26,verified,nonControversial
sira_168,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_169,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_170,sira,quran,Quran,8:67-69,verified,nonControversial
sira_171,sira,quran,Quran,3:152,verified,nonControversial
sira_172,sira,quran,Quran,3:169,verified,nonControversial
sira_173,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_174,sira,quran,Quran,33:10,verified,nonControversial
sira_175,sira,quran,Quran,33:25,verified,nonControversial
sira_176,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_177,sira,quran,Quran,48:27,verified,nonControversial
sira_178,sira,quran,Quran,48:24,verified,nonControversial
sira_179,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_180,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_181,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_182,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_183,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_184,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_185,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_186,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_187,sira,quran,Quran,9:26,verified,nonControversial
sira_188,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_189,sira,quran,Quran,9:117,verified,nonControversial
sira_190,sira,quran,Quran,9:118,verified,nonControversial
sira_191,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_192,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_193,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_194,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_195,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_196,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_197,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_198,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_199,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_200,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_201,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_202,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_203,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_204,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_205,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_206,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_207,sira,quran,Quran,33:40,verified,nonControversial
sira_208,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_209,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_210,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_211,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_212,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_213,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_214,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_215,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_216,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_217,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_218,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_219,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_220,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_221,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_222,sira,quran,Quran,3:144,verified,nonControversial
sira_223,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_224,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_225,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_226,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_227,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_228,sira,quran,Quran,3:103,verified,nonControversial
sira_229,sira,quran,Quran,59:9,verified,nonControversial
sira_230,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_231,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_232,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_233,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_234,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_235,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_236,sira,quran,Quran,6:92,verified,nonControversial
sira_237,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_238,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_239,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_240,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_241,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_242,sira,quran,Quran,8:41,verified,nonControversial
sira_243,sira,quran,Quran,49:13,verified,nonControversial
sira_244,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_245,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_246,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_247,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_248,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_249,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_250,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
quran_025,quran,quran,Quran,105:1,verified,nonControversial
quran_026,quran,quran,Quran,16:68,verified,nonControversial
quran_027,quran,quran,Quran,27:18,verified,nonControversial
quran_028,quran,quran,Quran,29:41,verified,nonControversial
quran_029,quran,quran,Quran,2:67,verified,nonControversial
quran_030,quran,quran,Quran,6:136,verified,nonControversial
quran_031,quran,quran,Quran,55:13,verified,nonControversial
quran_032,quran,quran,Quran,18:25,verified,nonControversial
quran_033,quran,quran,Quran,18:18,verified,nonControversial
quran_034,quran,quran,Quran,18:94,verified,nonControversial
quran_035,quran,quran,Quran,24:35,verified,nonControversial
quran_036,quran,hadithBukhari,Sahih al-Bukhari,5013,verified,nonControversial
quran_037,quran,hadithMuslim,Sahih Muslim,810,verified,nonControversial
quran_038,quran,quran,Quran,111:1,verified,nonControversial
quran_039,quran,quran,Quran,109:6,verified,nonControversial
quran_040,quran,quran,Quran,110:1-2,verified,nonControversial
quran_041,quran,quran,Quran,103:1-3,verified,nonControversial
quran_042,quran,quran,Quran,107:1-3,verified,nonControversial
quran_043,quran,quran,Quran,96:2,verified,nonControversial
quran_044,quran,quran,Quran,15:87,verified,nonControversial
quran_045,quran,quran,Quran,25:1,verified,nonControversial
quran_046,quran,quran,Quran,52:1,verified,nonControversial
quran_047,quran,quran,Quran,53:1,verified,nonControversial
quran_048,quran,quran,Quran,97:4,verified,nonControversial
quran_049,quran,quran,Quran,17:82,verified,nonControversial
quran_050,quran,quran,Quran,2:23,verified,nonControversial
quran_051,quran,hadithBukhari,Sahih al-Bukhari,4704,verified,nonControversial
quran_052,quran,quran,Quran,well-established terminology (makki / madani),verified,nonControversial
quran_053,quran,quran,Quran,2:1; 3:1; 29:1; 30:1; 31:1; 32:1,verified,nonControversial
quran_054,quran,quran,Quran,well-established terminology (al-huruf al-muqatta'a),verified,nonControversial
quran_055,quran,quran,Quran,47:2,verified,nonControversial
quran_056,quran,quran,Quran,31:13,verified,nonControversial
quran_057,quran,quran,Quran,9:1,verified,nonControversial
quran_058,quran,quran,Quran,36:1,verified,nonControversial
quran_059,quran,quran,Quran,67:1,verified,nonControversial
quran_060,quran,quran,Quran,114:1,verified,nonControversial
quran_061,quran,quran,Quran,113:1,verified,nonControversial
quran_062,quran,quran,Quran,2:158,verified,nonControversial
quran_063,quran,quran,Quran,19:16,verified,nonControversial
quran_064,quran,quran,Quran,33:37,verified,nonControversial
quran_065,quran,quran,Quran,2:102,verified,nonControversial
quran_066,quran,quran,Quran,49:13,verified,nonControversial
quran_067,quran,quran,Quran,56:1,verified,nonControversial
quran_068,quran,quran,Quran,68:1,verified,nonControversial
quran_069,quran,quran,Quran,89:1-2,verified,nonControversial
quran_070,quran,quran,Quran,91:1,verified,nonControversial
quran_071,quran,quran,Quran,76:1,verified,nonControversial
quran_072,quran,quran,Quran,54:17,verified,nonControversial
quran_073,quran,quran,Quran,54:1,verified,nonControversial
quran_074,quran,quran,Quran,25:32,verified,nonControversial
quran_075,quran,hadithBukhari,Sahih al-Bukhari,5017,verified,nonControversial
quran_076,quran,quran,Quran,well-established terminology (sujud at-tilawa; e.g. 96:19),verified,nonControversial
quran_077,quran,quran,Quran,well-established terminology (tajwid),verified,nonControversial
quran_078,quran,quran,Quran,well-established terminology (hafiz),verified,nonControversial
quran_079,quran,quran,Quran,well-established terminology (mushaf),verified,nonControversial
quran_080,quran,quran,Quran,27:30,verified,nonControversial
quran_081,quran,quran,Quran,78:1-2,verified,nonControversial
quran_082,quran,quran,Quran,101:1-3,verified,nonControversial
quran_083,quran,quran,Quran,101:6-9,verified,nonControversial
quran_084,quran,quran,Quran,102:1,verified,nonControversial
quran_085,quran,quran,Quran,104:1,verified,nonControversial
quran_086,quran,quran,Quran,106:3-4,verified,nonControversial
quran_087,quran,quran,Quran,94:1,verified,nonControversial
quran_088,quran,quran,Quran,95:1-3,verified,nonControversial
quran_089,quran,quran,Quran,95:4,verified,nonControversial
quran_090,quran,quran,Quran,90:1-2,verified,nonControversial
quran_091,quran,quran,Quran,90:12-16,verified,nonControversial
quran_092,quran,quran,Quran,92:1-4,verified,nonControversial
quran_093,quran,quran,Quran,87:1,verified,nonControversial
quran_094,quran,quran,Quran,88:1,verified,nonControversial
quran_095,quran,quran,Quran,88:17,verified,nonControversial
quran_096,quran,quran,Quran,85:1,verified,nonControversial
quran_097,quran,quran,Quran,86:1-3,verified,nonControversial
quran_098,quran,quran,Quran,99:1,verified,nonControversial
quran_099,quran,quran,Quran,99:7-8,verified,nonControversial
quran_100,quran,quran,Quran,100:1-5,verified,nonControversial
quran_101,quran,quran,Quran,2:2,verified,nonControversial
quran_102,quran,quran,Quran,15:9,verified,nonControversial
quran_103,quran,quran,Quran,4:82,verified,nonControversial
quran_104,quran,quran,Quran,59:21,verified,nonControversial
quran_105,quran,quran,Quran,73:4,verified,nonControversial
quran_106,quran,quran,Quran,7:204,verified,nonControversial
quran_107,quran,quran,Quran,16:98,verified,nonControversial
quran_108,quran,quran,Quran,38:29,verified,nonControversial
quran_109,quran,quran,Quran,17:88,verified,nonControversial
quran_110,quran,quran,Quran,20:114,verified,nonControversial
quran_111,quran,quran,Quran,39:23,verified,nonControversial
quran_112,quran,quran,Quran,14:24-25,verified,nonControversial
quran_113,quran,quran,Quran,13:17,verified,nonControversial
quran_114,quran,quran,Quran,13:28,verified,nonControversial
quran_115,quran,quran,Quran,18:109,verified,nonControversial
quran_116,quran,quran,Quran,31:27,verified,nonControversial
quran_117,quran,quran,Quran,41:44,verified,nonControversial
quran_118,quran,quran,Quran,17:9,verified,nonControversial
quran_119,quran,quran,Quran,10:57,verified,nonControversial
quran_120,quran,quran,Quran,2:185,verified,nonControversial
quran_121,quran,quran,Quran,50:1,verified,nonControversial
quran_122,quran,quran,Quran,77:1,verified,nonControversial
quran_123,quran,quran,Quran,83:18-21,verified,nonControversial
quran_124,quran,quran,Quran,84:1-2,verified,nonControversial
quran_125,quran,quran,Quran,81:1,verified,nonControversial
quran_126,quran,quran,Quran,2:286,verified,nonControversial
quran_127,quran,quran,Quran,2:261,verified,nonControversial
quran_128,quran,quran,Quran,2:264,verified,nonControversial
quran_129,quran,quran,Quran,24:39,verified,nonControversial
quran_130,quran,quran,Quran,29:1-2,verified,nonControversial
quran_131,quran,quran,Quran,35:1,verified,nonControversial
quran_132,quran,quran,Quran,30:21,verified,nonControversial
quran_133,quran,quran,Quran,30:22,verified,nonControversial
quran_134,quran,quran,Quran,21:30,verified,nonControversial
quran_135,quran,quran,Quran,21:22,verified,nonControversial
quran_136,quran,quran,Quran,16:90,verified,nonControversial
quran_137,quran,quran,Quran,16:69,verified,nonControversial
quran_138,quran,quran,Quran,55:1-4,verified,nonControversial
quran_139,quran,quran,Quran,56:7-10,verified,nonControversial
quran_140,quran,quran,Quran,62:5,verified,nonControversial
quran_141,quran,quran,Quran,66:11,verified,nonControversial
quran_142,quran,quran,Quran,112:1,verified,nonControversial
quran_143,quran,quran,Quran,112:3,verified,nonControversial
quran_144,quran,quran,Quran,114:4-6,verified,nonControversial
quran_145,quran,quran,Quran,113:2-5,verified,nonControversial
quran_146,quran,quran,Quran,1:5,verified,nonControversial
quran_147,quran,quran,Quran,1:6-7,verified,nonControversial
quran_148,quran,quran,Quran,3:7,verified,nonControversial
quran_149,quran,quran,Quran,2:106,verified,nonControversial
quran_150,quran,quran,Quran,25:30,verified,nonControversial
faith_019,faith,quran,Quran,5:44,verified,nonControversial
faith_020,faith,quran,Quran,5:46,verified,nonControversial
faith_021,faith,quran,Quran,4:86,verified,nonControversial
faith_022,faith,quran,Quran,87:18-19,verified,nonControversial
faith_023,faith,quran,Quran,43:77,verified,nonControversial
faith_024,faith,quran,Quran,69:17,verified,nonControversial
faith_025,faith,quran,Quran,32:11,verified,nonControversial
faith_026,faith,hadithMuslim,Sahih Muslim,2996,verified,nonControversial
faith_027,faith,quran,Quran,55:15,verified,nonControversial
faith_028,faith,quran,Quran,35:6,verified,nonControversial
faith_029,faith,quran,Quran,46:35; 42:13,verified,nonControversial
faith_030,faith,quran,Quran,39:68,verified,nonControversial
faith_031,faith,quran,Quran,21:47,verified,nonControversial
faith_032,faith,quran,Quran,18:107,verified,nonControversial
faith_033,faith,quran,Quran,3:12,verified,nonControversial
faith_034,faith,quran,Quran,54:49,verified,nonControversial
faith_035,faith,quran,Quran,4:48,verified,nonControversial
faith_036,faith,quran,Quran,2:222,verified,nonControversial
faith_037,faith,quran,Quran,71:10-11,verified,nonControversial
faith_038,faith,quran,Quran,65:3,verified,nonControversial
faith_039,faith,quran,Quran,40:60,verified,nonControversial
faith_040,faith,quran,Quran,13:28,verified,nonControversial
faith_041,faith,creed,Creed,"well-established practice, agreed across the schools (the five daily prayers)",verified,nonControversial
faith_042,faith,creed,Creed,"well-established practice, agreed across the schools (Fajr: two rak'ahs)",verified,nonControversial
faith_043,faith,creed,Creed,"well-established practice, agreed across the schools (Maghrib: three rak'ahs)",verified,nonControversial
faith_044,faith,creed,Creed,well-established terminology (adhan / mu'adhdhin),verified,nonControversial
faith_045,faith,quran,Quran,5:6,verified,nonControversial
faith_046,faith,quran,Quran,5:6,verified,nonControversial
faith_047,faith,creed,Creed,well-established terminology (khutba),verified,nonControversial
faith_048,faith,creed,Creed,"well-established practice, agreed across the schools (zakat on savings: 2.5%)",verified,nonControversial
faith_049,faith,hadithBukhari,Sahih al-Bukhari,1503,verified,nonControversial
faith_050,faith,quran,Quran,2:187,verified,nonControversial
faith_051,faith,hadithBukhari,Sahih al-Bukhari,1923,verified,nonControversial
faith_052,faith,creed,Creed,well-established terminology (iftar),verified,nonControversial
faith_053,faith,creed,Creed,"well-established practice, agreed across the schools (the two Eids)",verified,nonControversial
faith_054,faith,quran,Quran,37:107,verified,nonControversial
faith_055,faith,creed,Creed,"well-established practice, agreed across the schools (hajj in Dhul-Hijja)",verified,nonControversial
faith_056,faith,creed,Creed,"well-established practice, agreed across the schools (day of 'Arafat: 9 Dhul-Hijja)",verified,nonControversial
faith_057,faith,creed,Creed,"well-established practice, agreed across the schools (tawaf: seven circuits)",verified,nonControversial
faith_058,faith,creed,Creed,"well-established practice, agreed across the schools (sa'y: seven laps)",verified,nonControversial
faith_059,faith,creed,Creed,well-established terminology (ihram),verified,nonControversial
faith_060,faith,hadithBukhari,Sahih al-Bukhari,1549,verified,nonControversial
faith_061,faith,creed,Creed,well-established terminology (ramy al-jamarat at Mina),verified,nonControversial
faith_062,faith,creed,Creed,well-established terminology (al-Hajar al-Aswad),verified,nonControversial
faith_063,faith,creed,Creed,well-established terminology (kiswa),verified,nonControversial
faith_064,faith,creed,Creed,well-established terminology ('umra),verified,nonControversial
faith_065,faith,quran,Quran,59:24,verified,nonControversial
faith_066,faith,quran,Quran,39:53,verified,nonControversial
faith_067,faith,quran,Quran,17:1,verified,nonControversial
faith_068,faith,quran,Quran,112:2,verified,nonControversial
faith_069,faith,quran,Quran,2:255,verified,nonControversial
faith_070,faith,quran,Quran,51:58,verified,nonControversial
faith_071,faith,quran,Quran,59:23,verified,nonControversial
faith_072,faith,quran,Quran,59:22,verified,nonControversial
faith_073,faith,quran,Quran,7:180,verified,nonControversial
faith_074,faith,quran,Quran,20:8,verified,nonControversial
faith_075,faith,quran,Quran,42:11,verified,nonControversial
faith_076,faith,quran,Quran,2:255,verified,nonControversial
faith_077,faith,quran,Quran,6:59,verified,nonControversial
faith_078,faith,quran,Quran,50:16,verified,nonControversial
faith_079,faith,quran,Quran,66:6,verified,nonControversial
faith_080,faith,quran,Quran,21:26-27,verified,nonControversial
faith_081,faith,quran,Quran,2:97,verified,nonControversial
faith_082,faith,quran,Quran,2:98,verified,nonControversial
faith_083,faith,quran,Quran,4:136,verified,nonControversial
faith_084,faith,quran,Quran,17:55,verified,nonControversial
faith_085,faith,quran,Quran,72:1,verified,nonControversial
faith_086,faith,quran,Quran,51:56,verified,nonControversial
faith_087,faith,quran,Quran,3:185,verified,nonControversial
faith_088,faith,quran,Quran,99:6,verified,nonControversial
faith_089,faith,quran,Quran,18:49,verified,nonControversial
faith_090,faith,quran,Quran,36:65,verified,nonControversial
faith_091,faith,quran,Quran,4:103,verified,nonControversial
faith_092,faith,quran,Quran,29:45,verified,nonControversial
faith_093,faith,quran,Quran,2:238,verified,nonControversial
faith_094,faith,quran,Quran,20:14,verified,nonControversial
faith_095,faith,quran,Quran,23:1-2,verified,nonControversial
faith_096,faith,quran,Quran,17:78,verified,nonControversial
faith_097,faith,quran,Quran,2:153,verified,nonControversial
faith_098,faith,creed,Creed,"well-established practice, agreed across the schools",verified,nonControversial
faith_099,faith,creed,Creed,"well-established practice, agreed across the schools",verified,nonControversial
faith_100,faith,creed,Creed,well-established terminology,verified,nonControversial
faith_101,faith,quran,Quran,2:184,verified,nonControversial
faith_102,faith,quran,Quran,2:183,verified,nonControversial
faith_103,faith,quran,Quran,2:186,verified,nonControversial
faith_104,faith,quran,Quran,9:60,verified,nonControversial
faith_105,faith,quran,Quran,9:103,verified,nonControversial
faith_106,faith,quran,Quran,2:110,verified,nonControversial
faith_107,faith,quran,Quran,22:37,verified,nonControversial
faith_108,faith,quran,Quran,2:197,verified,nonControversial
faith_109,faith,quran,Quran,22:29,verified,nonControversial
faith_110,faith,quran,Quran,2:198,verified,nonControversial
faith_111,faith,quran,Quran,66:8,verified,nonControversial
faith_112,faith,quran,Quran,42:25,verified,nonControversial
faith_113,faith,quran,Quran,3:135,verified,nonControversial
faith_114,faith,quran,Quran,33:41-42,verified,nonControversial
faith_115,faith,quran,Quran,3:190-191,verified,nonControversial
faith_116,faith,quran,Quran,3:159,verified,nonControversial
faith_117,faith,quran,Quran,94:7-8,verified,nonControversial
faith_118,faith,quran,Quran,57:20,verified,nonControversial
faith_119,faith,quran,Quran,18:46,verified,nonControversial
faith_120,faith,quran,Quran,23:115,verified,nonControversial
faith_121,faith,quran,Quran,2:152,verified,nonControversial
faith_122,faith,quran,Quran,4:59,verified,nonControversial
faith_123,faith,quran,Quran,8:2,verified,nonControversial
faith_124,faith,quran,Quran,6:162,verified,nonControversial
faith_125,faith,quran,Quran,98:5,verified,nonControversial
faith_126,faith,quran,Quran,47:15,verified,nonControversial
faith_127,faith,quran,Quran,32:17,verified,nonControversial
faith_128,faith,quran,Quran,10:26,verified,nonControversial
faith_129,faith,quran,Quran,39:73,verified,nonControversial
faith_130,faith,quran,Quran,3:133,verified,nonControversial
faith_131,faith,quran,Quran,66:6,verified,nonControversial
faith_132,faith,quran,Quran,2:177,verified,nonControversial
faith_133,faith,quran,Quran,9:105,verified,nonControversial
faith_134,faith,quran,Quran,112:4,verified,nonControversial
faith_135,faith,quran,Quran,57:3,verified,nonControversial
faith_136,faith,quran,Quran,59:23,verified,nonControversial
faith_137,faith,creed,Creed,well-established terminology,verified,nonControversial
faith_138,faith,creed,Creed,well-established terminology,verified,nonControversial
faith_139,faith,creed,Creed,well-established terminology,verified,nonControversial
faith_140,faith,quran,Quran,2:156,verified,nonControversial
faith_141,faith,quran,Quran,18:23-24,verified,nonControversial
faith_142,faith,quran,Quran,31:34,verified,nonControversial
faith_143,faith,quran,Quran,7:34,verified,nonControversial
faith_144,faith,quran,Quran,16:97,verified,nonControversial
faith_145,faith,quran,Quran,49:14,verified,nonControversial
faith_146,faith,quran,Quran,5:32,verified,nonControversial
faith_147,faith,quran,Quran,6:160,verified,nonControversial
faith_148,faith,quran,Quran,35:15,verified,nonControversial
faith_149,faith,quran,Quran,103:1-3,verified,nonControversial
faith_150,faith,quran,Quran,2:285,verified,nonControversial
virtues_019,virtues,hadithBukhari,Sahih al-Bukhari,6094,verified,nonControversial
virtues_020,virtues,hadithBukhari,Sahih al-Bukhari,33,verified,nonControversial
virtues_021,virtues,hadithBukhari,Sahih al-Bukhari,6116,verified,nonControversial
virtues_022,virtues,hadithBukhari,Sahih al-Bukhari,6114,verified,nonControversial
virtues_023,virtues,hadithBukhari,Sahih al-Bukhari,24,verified,nonControversial
virtues_024,virtues,hadithBukhari,Sahih al-Bukhari,5997,verified,nonControversial
virtues_025,virtues,hadithBukhari,Sahih al-Bukhari,2363,verified,nonControversial
virtues_026,virtues,hadithBukhari,Sahih al-Bukhari,3318,verified,nonControversial
virtues_027,virtues,hadithBukhari,Sahih al-Bukhari,6014,verified,nonControversial
virtues_028,virtues,hadithBukhari,Sahih al-Bukhari,1240,verified,nonControversial
virtues_029,virtues,hadithBukhari,Sahih al-Bukhari,12,verified,nonControversial
virtues_030,virtues,hadithBukhari,Sahih al-Bukhari,6011,verified,nonControversial
virtues_031,virtues,hadithBukhari,Sahih al-Bukhari,6064,verified,nonControversial
